"BLD_DESC_RV_MODEL","cluster","emb_x","emb_y","BLD_AGE_GRP","DEMO_EDUCATION","GENERATION_GRP","DEMO_GENDER1","BLD_HOBBY1_GRP","DEMO_INCOME","BLD_LIFESTAGE","DEMO_LOCATION","DEMO_MARITAL","DEMO_EMPLOY","ADMARK_STATE","BLD_CHILDREN","DEMO_EMPTY_NESTER","C1_PL","FIN_PU_APR","FIN_PU_DOWN_PAY","FIN_PU_TRADE_IN","BLD_FIN_TOTAL_MONPAY","FIN_LE_LENGTH","FIN_PU_LENGTH","FIN_CREDIT","FIN_PRICE_UNEDITED","PR_MOST","C2S_MODEL_RESPONSE","SRC_TOP1","OL_MODEL_GRP","STATE_BUY_BEST","STATE_CONTINUE","STATE_FEEL_GOOD","STATE_REFER","STATE_PRESTIGE","STATE_EURO","STATE_AMER","STATE_ASIAN","STATE_SWITCH_FEAT","STATE_VALUES","PV_TAX_INS","PV_SPEND_LUXURY","PV_PRESTIGE","PV_QUALITY","PV_RESALE","PV_INEXP_MAINTAIN","PV_AVOID","PV_SURVIVE","PV_PAY_MORE","PV_BREAKDOWN","PV_VALUE","PV_SPEND","PV_LEASE","PV_PUTOFF","STATE_BALANCE","STATE_WAIT","STATE_ENJOY_PRESTIGE","STATE_FIRST_YR","STATE_NO_LOW_PRICE","STATE_AUDIO","STATE_MON_PAY","STATE_SHOP_MANY"
"Grand Cherokee WL",6,4.77952799974586,-1.90033709925311,11,16,4,1,5,29,6,1,1,22,21,0,1,1,NA,NA,9500,NA,NA,NA,NA,53000,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee WL",6,2.23812532125216,-4.33806486745523,12,16,4,1,7,13,6,4,1,22,21,0,1,NA,NA,NA,7000,NA,NA,NA,NA,54000,33,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,4,4,3,4,4,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee WL",7,-3.19360784537233,11.3522196746621,NA,11,NA,2,11,12,NA,3,1,23,29,0,1,1,70,20000,NA,533,NA,72,NA,48000,23,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,5,5,5,5,5,5,5,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee WL",6,2.55412202151754,-4.64415910458466,11,16,4,1,11,14,6,2,1,11,22,0,1,NA,NA,NA,5000,NA,NA,NA,NA,73000,33,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,3,3,5,5,5,5,4,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee Plug-In Hybrid",6,1.40744483241041,-3.56443316755561,12,11,4,2,NA,14,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,568,24,NA,1,NA,12,NA,NA,2,3,3,4,3,3,1,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,2,3,2
"Grand Cherokee WL",6,-0.0432142189390671,-0.268708751104094,12,14,4,1,1,10,6,3,1,22,37,0,1,1,60,30000,NA,300,NA,60,NA,43000,54,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,3,3,3,3,5,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee WL",6,4.91232698956582,-0.908290048719885,11,16,3,1,NA,20,NA,NA,NA,NA,21,NA,NA,2,NA,NA,NA,389,24,NA,1,NA,12,NA,NA,2,4,2,4,4,3,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,3,2,4,2
"Grand Cherokee WL",7,-3.1076544830997,11.5036631783765,7,13,2,2,NA,14,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee L",6,3.86140944101062,0.389060064810692,3,16,6,2,NA,11,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee L",6,2.17858311704002,-4.29732483118101,10,15,3,2,1,24,10,3,4,15,30,0,2,NA,39,NA,NA,999,NA,72,NA,34000,54,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,5,5,4,5,5,5,5,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee WL",6,2.34956713501288,0.997747255967347,8,13,2,2,6,14,5,4,1,17,18,0,1,1,62,10000,NA,650,NA,72,NA,53000,33,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,3,5,5,4,5,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee L",6,0.351284771621643,-2.33005476036142,11,12,4,2,NA,10,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee WL",6,0.315369048303279,0.534145573522834,10,11,3,2,NA,16,NA,NA,NA,NA,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,23,949994,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grand Cherokee WL",6,2.57958807177878,-4.46930055851124,6,16,1,2,NA,11,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,3,5,5,4,5,3,5,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA
